timestamp_utc,heart_rate_bpm,rr_interval_ms
2026-03-22T14:14:30.0265421+00:00,69,865.52
2026-03-22T14:14:30.8920613+00:00,70,861.48
2026-03-22T14:14:31.7535456+00:00,71,850.24
2026-03-22T14:14:32.6037845+00:00,71,839.96
2026-03-22T14:14:33.4437419+00:00,72,839.00
2026-03-22T14:14:34.2827405+00:00,70,852.33
2026-03-22T14:14:35.1350664+00:00,69,865.31
2026-03-22T14:14:36.0003802+00:00,69,865.14
2026-03-22T14:14:36.8655226+00:00,70,854.99
2026-03-22T14:14:37.7205122+00:00,71,844.10
2026-03-22T14:14:38.5646077+00:00,71,847.04
2026-03-22T14:14:39.4116447+00:00,70,862.94
2026-03-22T14:14:40.2745875+00:00,69,872.05
2026-03-22T14:14:41.1466423+00:00,69,869.27
2026-03-22T14:14:42.0159140+00:00,70,862.10
2026-03-22T14:14:42.8780139+00:00,70,854.80
2026-03-22T14:14:43.7328105+00:00,70,858.62
2026-03-22T14:14:44.5914354+00:00,69,872.29
2026-03-22T14:14:45.4637255+00:00,68,878.83
2026-03-22T14:14:46.3425510+00:00,69,873.11
2026-03-22T14:14:47.2156616+00:00,70,862.42
2026-03-22T14:14:48.0780796+00:00,70,857.71
2026-03-22T14:14:48.9357889+00:00,69,867.12
2026-03-22T14:14:49.8029043+00:00,68,878.04
2026-03-22T14:14:50.6809436+00:00,68,876.00
2026-03-22T14:14:51.5569397+00:00,69,867.21
2026-03-22T14:14:52.4241503+00:00,70,857.42
2026-03-22T14:14:53.2815728+00:00,70,853.64
2026-03-22T14:14:54.1352140+00:00,69,864.01
2026-03-22T14:14:54.9992206+00:00,69,875.18
2026-03-22T14:14:55.8743999+00:00,69,870.23
2026-03-22T14:14:56.7446340+00:00,70,855.95
2026-03-22T14:14:57.6005888+00:00,71,844.72
2026-03-22T14:14:58.4453089+00:00,71,846.50
2026-03-22T14:14:59.2918077+00:00,70,859.86
2026-03-22T14:15:00.1516663+00:00,69,867.24
2026-03-22T14:15:01.0189042+00:00,70,861.88
2026-03-22T14:15:01.8807836+00:00,71,850.13
2026-03-22T14:15:02.7309096+00:00,72,837.84
2026-03-22T14:15:03.5687535+00:00,71,839.25
2026-03-22T14:15:04.4080010+00:00,70,856.01
2026-03-22T14:15:05.2640136+00:00,69,865.99
2026-03-22T14:15:06.1300021+00:00,70,859.86
2026-03-22T14:15:06.9898572+00:00,71,847.69
2026-03-22T14:15:07.8375466+00:00,71,839.27
2026-03-22T14:15:08.6768156+00:00,71,843.95
2026-03-22T14:15:09.5207624+00:00,70,858.60
2026-03-22T14:15:10.3793631+00:00,69,867.54
2026-03-22T14:15:11.2469007+00:00,69,865.25
2026-03-22T14:15:12.1121467+00:00,70,855.17
2026-03-22T14:15:12.9673183+00:00,71,846.51
2026-03-22T14:15:13.8138274+00:00,70,853.56
2026-03-22T14:15:14.6673874+00:00,69,869.77
2026-03-22T14:15:15.5371590+00:00,69,875.07
2026-03-22T14:15:16.4122265+00:00,69,868.87
2026-03-22T14:15:17.2811001+00:00,70,860.81
2026-03-22T14:15:18.1419094+00:00,70,857.16
2026-03-22T14:15:18.9990673+00:00,69,865.19
2026-03-22T14:15:19.8642531+00:00,68,876.54
2026-03-22T14:15:20.7407965+00:00,68,877.82
2026-03-22T14:15:21.6186146+00:00,69,870.32
2026-03-22T14:15:22.4889324+00:00,70,859.50
2026-03-22T14:15:23.3484287+00:00,70,857.82
2026-03-22T14:15:24.2062537+00:00,69,871.20
2026-03-22T14:15:25.0774527+00:00,68,879.04
2026-03-22T14:15:25.9564883+00:00,69,871.59
2026-03-22T14:15:26.8280794+00:00,70,860.70
2026-03-22T14:15:27.6887814+00:00,70,852.25
2026-03-22T14:15:28.5410277+00:00,70,853.27
2026-03-22T14:15:29.3943008+00:00,69,865.39
2026-03-22T14:15:30.2596935+00:00,69,872.71
2026-03-22T14:15:31.1324064+00:00,69,864.53
2026-03-22T14:15:31.9969408+00:00,71,849.00
2026-03-22T14:15:32.8459401+00:00,72,839.08
2026-03-22T14:15:33.6850186+00:00,71,845.80
2026-03-22T14:15:34.5308225+00:00,70,861.74
2026-03-22T14:15:35.3925638+00:00,69,865.90
2026-03-22T14:15:36.2584617+00:00,70,857.39
2026-03-22T14:15:37.1158540+00:00,71,845.28
2026-03-22T14:15:37.9611308+00:00,72,835.84
2026-03-22T14:15:38.7969667+00:00,71,841.96
2026-03-22T14:15:39.6389307+00:00,70,858.77
2026-03-22T14:15:40.4976971+00:00,69,867.20
2026-03-22T14:15:41.3649013+00:00,70,859.85
2026-03-22T14:15:42.2247535+00:00,71,846.01
2026-03-22T14:15:43.0707647+00:00,71,839.81
2026-03-22T14:15:43.9105729+00:00,71,850.18
2026-03-22T14:15:44.7607568+00:00,69,865.05
2026-03-22T14:15:45.6258065+00:00,69,869.18
2026-03-22T14:15:46.4949861+00:00,69,866.26
2026-03-22T14:15:47.3612459+00:00,70,856.98
2026-03-22T14:15:48.2182269+00:00,71,849.92
2026-03-22T14:15:49.0681470+00:00,70,860.27
2026-03-22T14:15:49.9284178+00:00,69,874.90
2026-03-22T14:15:50.8033228+00:00,68,875.95
2026-03-22T14:15:51.6792696+00:00,69,867.55
2026-03-22T14:15:52.5468200+00:00,70,859.89
2026-03-22T14:15:53.4067136+00:00,70,860.39
2026-03-22T14:15:54.2671078+00:00,69,872.24
2026-03-22T14:15:55.1393515+00:00,68,877.64
2026-03-22T14:15:56.0169928+00:00,69,874.21
2026-03-22T14:15:56.8911993+00:00,69,866.27
2026-03-22T14:15:57.7574714+00:00,70,856.22
2026-03-22T14:15:58.6136930+00:00,70,858.47
2026-03-22T14:15:59.4721616+00:00,69,874.71
2026-03-22T14:16:00.3468686+00:00,68,877.60
2026-03-22T14:16:01.2244694+00:00,69,864.80
2026-03-22T14:16:02.0892690+00:00,70,852.46
2026-03-22T14:16:02.9417277+00:00,71,846.67
2026-03-22T14:16:03.7883990+00:00,70,854.26
2026-03-22T14:16:04.6426589+00:00,69,867.31
2026-03-22T14:16:05.5099725+00:00,69,868.89
2026-03-22T14:16:06.3788605+00:00,70,858.97
2026-03-22T14:16:07.2378340+00:00,71,843.47
2026-03-22T14:16:08.0813062+00:00,72,833.51
2026-03-22T14:16:08.9148208+00:00,71,847.13
2026-03-22T14:16:09.7619549+00:00,69,865.77
2026-03-22T14:16:10.6277264+00:00,69,865.59
2026-03-22T14:16:11.4933163+00:00,70,853.57
2026-03-22T14:16:12.3468901+00:00,71,841.96
2026-03-22T14:16:13.1888487+00:00,72,834.95
2026-03-22T14:16:14.0237955+00:00,71,845.91
2026-03-22T14:16:14.8697034+00:00,70,861.70
2026-03-22T14:16:15.7314052+00:00,69,868.55
2026-03-22T14:16:16.5999570+00:00,70,861.26
2026-03-22T14:16:17.4612180+00:00,71,845.96
2026-03-22T14:16:18.3071778+00:00,71,841.14
2026-03-22T14:16:19.1483128+00:00,70,857.74
2026-03-22T14:16:20.0060506+00:00,69,869.94
2026-03-22T14:16:20.8759943+00:00,69,870.48
2026-03-22T14:16:21.7464772+00:00,69,866.33
2026-03-22T14:16:22.6128114+00:00,70,858.57
2026-03-22T14:16:23.4713768+00:00,70,855.90
2026-03-22T14:16:24.3272810+00:00,69,865.26
