device_address,device_alias,sensor_timestamp_ns,received_utc_ticks,sample_index,microvolts
,,92307692,0,0,1073
,,92307692,0,1,868
,,92307692,0,2,446
,,92307692,0,3,93
,,92307692,0,4,-104
,,92307692,0,5,-179
,,92307692,0,6,-163
,,92307692,0,7,-92
,,92307692,0,8,-17
,,92307692,0,9,29
,,92307692,0,10,43
,,92307692,0,11,47
,,92307692,0,12,54
,,192307692,0,0,68
,,192307692,0,1,79
,,192307692,0,2,83
,,192307692,0,3,87
,,192307692,0,4,97
,,192307692,0,5,113
,,192307692,0,6,132
,,192307692,0,7,151
,,192307692,0,8,172
,,192307692,0,9,196
,,192307692,0,10,217
,,192307692,0,11,234
,,192307692,0,12,252
,,292307692,0,0,276
,,292307692,0,1,303
,,292307692,0,2,323
,,292307692,0,3,330
,,292307692,0,4,331
,,292307692,0,5,333
,,292307692,0,6,335
,,292307692,0,7,333
,,292307692,0,8,323
,,292307692,0,9,308
,,292307692,0,10,290
,,292307692,0,11,268
,,292307692,0,12,242
,,392307692,0,0,217
,,392307692,0,1,198
,,392307692,0,2,183
,,392307692,0,3,165
,,392307692,0,4,140
,,392307692,0,5,116
,,392307692,0,6,100
,,392307692,0,7,92
,,392307692,0,8,86
,,392307692,0,9,77
,,392307692,0,10,68
,,392307692,0,11,61
,,392307692,0,12,55
,,492307692,0,0,50
,,492307692,0,1,46
,,492307692,0,2,48
,,492307692,0,3,52
,,492307692,0,4,53
,,492307692,0,5,46
,,492307692,0,6,38
,,492307692,0,7,37
,,492307692,0,8,44
,,492307692,0,9,49
,,492307692,0,10,48
,,492307692,0,11,43
,,492307692,0,12,41
,,592307692,0,0,41
,,592307692,0,1,40
,,592307692,0,2,40
,,592307692,0,3,43
,,592307692,0,4,48
,,592307692,0,5,48
,,592307692,0,6,41
,,592307692,0,7,35
,,592307692,0,8,36
,,592307692,0,9,43
,,592307692,0,10,48
,,592307692,0,11,46
,,592307692,0,12,40
,,692307692,0,0,37
,,692307692,0,1,38
,,692307692,0,2,40
,,692307692,0,3,40
,,692307692,0,4,57
,,692307692,0,5,68
,,692307692,0,6,79
,,692307692,0,7,85
,,692307692,0,8,94
,,692307692,0,9,108
,,692307692,0,10,126
,,692307692,0,11,135
,,692307692,0,12,130
,,792307692,0,0,117
,,792307692,0,1,103
,,792307692,0,2,93
,,792307692,0,3,82
,,792307692,0,4,70
,,792307692,0,5,61
,,792307692,0,6,54
,,792307692,0,7,47
,,792307692,0,8,39
,,792307692,0,9,33
,,792307692,0,10,34
,,792307692,0,11,41
,,792307692,0,12,43
,,892307692,0,0,27
,,892307692,0,1,-19
,,892307692,0,2,-86
,,892307692,0,3,-110
,,892307692,0,4,-53
,,892307692,0,5,57
,,892307692,0,6,246
,,892307692,0,7,582
,,892307692,0,8,944
,,892307692,0,9,1031
,,892307692,0,10,743
,,892307692,0,11,328
,,892307692,0,12,25
,,992307692,0,0,-134
,,992307692,0,1,-189
,,992307692,0,2,-164
,,992307692,0,3,-92
,,992307692,0,4,-20
,,992307692,0,5,23
,,992307692,0,6,39
,,992307692,0,7,43
,,992307692,0,8,46
,,992307692,0,9,51
,,992307692,0,10,56
,,992307692,0,11,63
,,992307692,0,12,77
,,1092307692,0,0,95
,,1092307692,0,1,110
,,1092307692,0,2,120
,,1092307692,0,3,131
,,1092307692,0,4,152
,,1092307692,0,5,180
,,1092307692,0,6,208
,,1092307692,0,7,229
,,1092307692,0,8,246
,,1092307692,0,9,263
,,1092307692,0,10,282
,,1092307692,0,11,297
,,1092307692,0,12,308
,,1192307692,0,0,317
,,1192307692,0,1,323
,,1192307692,0,2,320
,,1192307692,0,3,306
,,1192307692,0,4,288
,,1192307692,0,5,274
,,1192307692,0,6,263
,,1192307692,0,7,248
