timestamp_utc,heart_rate_bpm,rr_interval_ms
2026-03-22T14:14:30.3528648+00:00,71,850.46
2026-03-22T14:14:31.2033227+00:00,71,847.44
2026-03-22T14:14:32.0507598+00:00,71,844.75
2026-03-22T14:14:32.8955081+00:00,71,844.16
2026-03-22T14:14:33.7396677+00:00,71,842.18
2026-03-22T14:14:34.5818505+00:00,71,841.45
2026-03-22T14:14:35.4233028+00:00,71,846.40
2026-03-22T14:14:36.2697066+00:00,70,852.33
2026-03-22T14:14:37.1220333+00:00,70,851.53
2026-03-22T14:14:37.9735612+00:00,71,846.80
2026-03-22T14:14:38.8203620+00:00,71,845.90
2026-03-22T14:14:39.6662637+00:00,71,847.76
2026-03-22T14:14:40.5140204+00:00,71,848.18
2026-03-22T14:14:41.3622012+00:00,71,850.42
2026-03-22T14:14:42.2126208+00:00,70,856.13
2026-03-22T14:14:43.0687557+00:00,70,857.87
2026-03-22T14:14:43.9266283+00:00,70,852.89
2026-03-22T14:14:44.7795143+00:00,71,849.53
2026-03-22T14:14:45.6290438+00:00,70,851.75
2026-03-22T14:14:46.4807911+00:00,70,854.23
2026-03-22T14:14:47.3350193+00:00,70,854.87
2026-03-22T14:14:48.1898854+00:00,70,857.29
2026-03-22T14:14:49.0471744+00:00,70,859.70
2026-03-22T14:14:49.9068747+00:00,70,856.05
2026-03-22T14:14:50.7629293+00:00,71,849.78
2026-03-22T14:14:51.6127114+00:00,71,849.64
2026-03-22T14:14:52.4623466+00:00,70,853.71
2026-03-22T14:14:53.3160608+00:00,70,854.75
2026-03-22T14:14:54.1708100+00:00,70,854.07
2026-03-22T14:14:55.0248848+00:00,70,854.86
2026-03-22T14:14:55.8797485+00:00,70,852.69
2026-03-22T14:14:56.7324413+00:00,71,846.25
2026-03-22T14:14:57.5786877+00:00,71,843.35
2026-03-22T14:14:58.4220369+00:00,71,847.44
2026-03-22T14:14:59.2694757+00:00,70,851.42
2026-03-22T14:15:00.1208988+00:00,71,850.14
2026-03-22T14:15:00.9710361+00:00,71,847.79
2026-03-22T14:15:01.8188286+00:00,71,846.77
2026-03-22T14:15:02.6655982+00:00,71,843.35
2026-03-22T14:15:03.5089441+00:00,71,839.64
2026-03-22T14:15:04.3485853+00:00,71,842.55
2026-03-22T14:15:05.1911349+00:00,71,849.12
2026-03-22T14:15:06.0402571+00:00,71,850.17
2026-03-22T14:15:06.8904278+00:00,71,846.21
2026-03-22T14:15:07.7366383+00:00,71,844.24
2026-03-22T14:15:08.5808748+00:00,71,844.25
2026-03-22T14:15:09.4251261+00:00,71,843.26
2026-03-22T14:15:10.2683837+00:00,71,844.41
2026-03-22T14:15:11.1127931+00:00,71,850.39
2026-03-22T14:15:11.9631801+00:00,70,854.73
2026-03-22T14:15:12.8179093+00:00,70,851.60
2026-03-22T14:15:13.6695116+00:00,71,847.25
2026-03-22T14:15:14.5167585+00:00,71,848.15
